timestamp,event_name,event_type,department,rating,feedback_comment,satisfaction_bucket,comment_length,word_count,sentiment_score,sentiment_label
24-12-2024 03:05,Space Tech & You,Guest Lecture,ECE,1,"Space Tech & You (Guest Lecture) had issues with seating, crowd.",Low,64,11,0,Neutral
02-11-2024 05:56,Campus Problem Solver,Hackathon,MBA,3,"Campus Problem Solver (Hackathon) was topics were fine, room was adequate.",Medium,74,11,0,Neutral
02-04-2025 21:05,AI Ethics in Industry,Guest Lecture,CHE,2,"AI Ethics in Industry (Guest Lecture) had issues with audio, timing, food.",Low,74,12,0,Neutral
10-04-2025 00:26,FutureTech Showcase,Tech Fest,AE,5,"FutureTech Showcase (Tech Fest) was great venue, well organized, hands-on and practical.",High,88,12,0.7351,Positive
26-07-2025 23:17,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was very engaging, interactive sessions, useful takeaways.",High,87,11,0.6801,Positive
03-10-2024 21:21,Stagecraft Theatre,Cultural Fest,CE,3,"Stagecraft Theatre (Cultural Fest) was room was adequate, okay overall.",Medium,71,10,0.4215,Positive
07-10-2024 17:31,Smart City Hack,Hackathon,IT,1,"Smart City Hack (Hackathon) had issues with audio, food.",Low,56,9,0.4019,Positive
25-11-2024 23:40,FinTech Innovation Sprint,Hackathon,EEE,4,"FinTech Innovation Sprint (Hackathon) was very engaging, excellent speakers.",High,76,9,0.8508,Positive
20-02-2025 01:17,Dance Mania,Cultural Fest,CHE,4,"Dance Mania (Cultural Fest) was excellent speakers, well organized, supportive volunteers.",High,90,11,0.7906,Positive
09-03-2025 05:17,Dance Mania,Cultural Fest,MBA,4,"Dance Mania (Cultural Fest) was well organized, hands-on and practical, good pace.",High,82,12,0.6124,Positive
16-11-2024 19:29,The Entrepreneur’s Journey,Guest Lecture,CE,5,"The Entrepreneur’s Journey (Guest Lecture) was interactive sessions, good pace.",High,79,10,0.4404,Positive
01-04-2025 21:38,Careers in Data,Seminar,BIO,5,"Careers in Data (Seminar) was excellent speakers, very engaging.",High,64,9,0.7501,Positive
27-12-2024 04:52,The Future of EVs,Seminar,ECE,3,"The Future of EVs (Seminar) was could be more interactive, slides were decent.",Medium,78,13,0,Neutral
15-10-2024 19:31,Campus Problem Solver,Hackathon,AE,3,"Campus Problem Solver (Hackathon) was average experience, topics were fine.",Medium,75,10,-0.2263,Negative
31-03-2025 03:50,Campus AI Day,Tech Fest,MBA,4,"Campus AI Day (Tech Fest) was great venue, inspiring, supportive volunteers.",High,76,11,0.8442,Positive
29-01-2025 19:37,Web Dev Bootcamp,Workshop,MBA,1,"Web Dev Bootcamp (Workshop) had issues with projector, registration, too basic.",Low,79,11,0,Neutral
13-01-2025 05:37,Careers in Data,Seminar,BIO,4,"Careers in Data (Seminar) was great venue, good pace.",High,53,9,0.7906,Positive
23-11-2024 04:01,Trends in 5G,Seminar,AE,5,"Trends in 5G (Seminar) was useful takeaways, clear slides.",High,58,9,0.6705,Positive
11-08-2025 19:04,Rhythm & Beats Night,Cultural Fest,BIO,2,"Rhythm & Beats Night (Cultural Fest) had issues with registration, too basic, wifi.",Low,83,13,0,Neutral
23-12-2024 21:54,Sustainability Hack Night,Hackathon,ME,3,"Sustainability Hack Night (Hackathon) was room was adequate, could be more interactive.",Medium,87,12,0.2263,Positive
25-04-2025 02:37,Cybersecurity Basics,Workshop,IT,5,"Cybersecurity Basics (Workshop) was excellent speakers, inspiring, useful takeaways.",High,84,9,0.8555,Positive
23-02-2025 05:09,Dance Mania,Cultural Fest,IT,3,"Dance Mania (Cultural Fest) was timing was manageable, okay overall.",Medium,68,10,0.2263,Positive
28-07-2025 22:22,Dance Mania,Cultural Fest,ECE,5,"Dance Mania (Cultural Fest) was learnt a lot, interactive sessions.",High,67,10,0,Neutral
27-08-2024 18:28,The Entrepreneur’s Journey,Guest Lecture,CSE,4,"The Entrepreneur’s Journey (Guest Lecture) was great venue, good pace, excellent speakers.",High,90,12,0.8934,Positive
11-03-2025 01:01,Figma for Beginners,Workshop,CHE,4,"Figma for Beginners (Workshop) was inspiring, great venue.",High,58,8,0.7845,Positive
26-04-2025 18:30,The Entrepreneur’s Journey,Guest Lecture,CHE,4,"The Entrepreneur’s Journey (Guest Lecture) was great venue, well organized.",High,75,10,0.7351,Positive
14-02-2025 01:02,24hr HealthTech Hack,Hackathon,ECE,5,"24hr HealthTech Hack (Hackathon) was great venue, hands-on and practical.",High,73,10,0.6249,Positive
11-10-2024 00:58,Figma for Beginners,Workshop,BIO,3,"Figma for Beginners (Workshop) was could be more interactive, topics were fine.",Medium,79,12,0.2023,Positive
19-10-2024 18:06,Space Tech & You,Guest Lecture,MBA,4,"Space Tech & You (Guest Lecture) was hands-on and practical, well organized.",High,76,12,0.2732,Positive
20-11-2024 01:22,Design Thinking in Practice,Seminar,ECE,2,"Design Thinking in Practice (Seminar) had issues with seating, registration, too advanced.",Low,90,12,0.25,Positive
26-11-2024 03:54,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was learnt a lot, good pace, very engaging.",High,72,12,0.6801,Positive
29-03-2025 23:12,Sustainability Hack Night,Hackathon,CSE,4,"Sustainability Hack Night (Hackathon) was inspiring, useful takeaways.",High,70,8,0.6908,Positive
14-10-2024 06:07,Startup Funding 101,Guest Lecture,CE,4,"Startup Funding 101 (Guest Lecture) was supportive volunteers, excellent speakers, useful takeaways.",High,100,12,0.8316,Positive
04-01-2025 04:07,Colours of India,Cultural Fest,MBA,4,"Colours of India (Cultural Fest) was learnt a lot, inspiring, excellent speakers.",High,81,12,0.7579,Positive
19-10-2024 22:34,Campus Problem Solver,Hackathon,MBA,4,"Campus Problem Solver (Hackathon) was useful takeaways, good pace, supportive volunteers.",High,89,11,0.6486,Positive
01-08-2025 19:32,Campus Problem Solver,Hackathon,ME,5,"Campus Problem Solver (Hackathon) was useful takeaways, supportive volunteers, excellent speakers.",High,98,11,0.7269,Positive
12-08-2025 19:44,ByteBlast Coding Games,Tech Fest,EEE,5,"ByteBlast Coding Games (Tech Fest) was very engaging, great venue.",High,66,10,0.7947,Positive
26-03-2025 19:43,Sustainability Hack Night,Hackathon,AE,5,"Sustainability Hack Night (Hackathon) was useful takeaways, good pace.",High,70,9,0.7003,Positive
01-11-2024 19:32,The Entrepreneur’s Journey,Guest Lecture,ME,5,"The Entrepreneur’s Journey (Guest Lecture) was inspiring, hands-on and practical.",High,81,10,0.4215,Positive
29-11-2024 23:47,Campus Problem Solver,Hackathon,CSE,5,"Campus Problem Solver (Hackathon) was well organized, inspiring, very engaging.",High,79,10,0.5984,Positive
07-04-2025 00:22,Art & Craft Pop-up,Cultural Fest,BIO,5,"Art & Craft Pop-up (Cultural Fest) was interactive sessions, inspiring, good pace.",High,82,12,0.6908,Positive
18-01-2025 17:29,Cloud & DevOps Fair,Tech Fest,CSE,3,"Cloud & DevOps Fair (Tech Fest) was slides were decent, average experience.",Medium,75,12,0.3182,Positive
08-06-2025 05:01,Figma for Beginners,Workshop,EEE,3,"Figma for Beginners (Workshop) was average experience, topics were fine.",Medium,72,10,0.2023,Positive
07-01-2025 05:46,Campus Problem Solver,Hackathon,CHE,5,"Campus Problem Solver (Hackathon) was useful takeaways, excellent speakers.",High,75,9,0.5994,Positive
27-03-2025 18:59,Leadership & Teams,Seminar,CSE,2,"Leadership & Teams (Seminar) had issues with too basic, too advanced, registration.",Low,83,12,0.25,Positive
03-01-2025 23:07,Startup Funding 101,Guest Lecture,EEE,1,Startup Funding 101 (Guest Lecture) had issues with too basic.,Low,62,10,0,Neutral
09-08-2025 23:07,Campus AI Day,Tech Fest,ECE,4,"Campus AI Day (Tech Fest) was learnt a lot, useful takeaways.",High,61,11,0.4404,Positive
05-12-2024 21:03,The Entrepreneur’s Journey,Guest Lecture,IT,5,"The Entrepreneur’s Journey (Guest Lecture) was useful takeaways, very engaging.",High,79,10,0.6801,Positive
04-02-2025 04:30,Cloud & DevOps Fair,Tech Fest,MBA,4,"Cloud & DevOps Fair (Tech Fest) was useful takeaways, clear slides, very engaging.",High,82,13,0.8588,Positive
20-03-2025 17:29,Leadership & Teams,Seminar,EEE,2,"Leadership & Teams (Seminar) had issues with air conditioning, food, seating.",Low,77,11,0,Neutral
27-12-2024 06:05,Startup Funding 101,Guest Lecture,ME,4,"Startup Funding 101 (Guest Lecture) was very engaging, great venue.",High,67,10,0.7947,Positive
11-07-2025 21:52,Space Tech & You,Guest Lecture,BIO,3,"Space Tech & You (Guest Lecture) was average experience, timing was manageable.",Medium,79,12,0,Neutral
17-03-2025 01:59,Sustainability Hack Night,Hackathon,BIO,5,"Sustainability Hack Night (Hackathon) was interactive sessions, excellent speakers.",High,83,9,0.5719,Positive
24-08-2024 06:06,Design Thinking in Practice,Seminar,MBA,5,"Design Thinking in Practice (Seminar) was inspiring, great venue, useful takeaways.",High,83,11,0.8689,Positive
14-08-2025 23:06,AI Ethics in Industry,Guest Lecture,BIO,3,"AI Ethics in Industry (Guest Lecture) was room was adequate, slides were decent.",Medium,80,13,0.2263,Positive
02-05-2025 21:32,Cloud & DevOps Fair,Tech Fest,IT,5,"Cloud & DevOps Fair (Tech Fest) was good pace, learnt a lot.",High,60,12,0.6369,Positive
14-02-2025 04:00,Careers in Data,Seminar,CHE,4,"Careers in Data (Seminar) was useful takeaways, inspiring.",High,58,8,0.6908,Positive
05-04-2025 00:12,InnovateX Tech Expo,Tech Fest,ECE,4,"InnovateX Tech Expo (Tech Fest) was well organized, excellent speakers, very engaging.",High,86,12,0.8173,Positive
23-07-2025 22:28,Smart City Hack,Hackathon,ME,5,"Smart City Hack (Hackathon) was very engaging, hands-on and practical, excellent speakers.",High,90,12,0.8439,Positive
26-01-2025 04:56,FutureTech Showcase,Tech Fest,ME,5,"FutureTech Showcase (Tech Fest) was good pace, interactive sessions.",High,68,9,0.4404,Positive
23-04-2025 18:20,Power BI Essentials,Workshop,ECE,2,"Power BI Essentials (Workshop) had issues with food, timing, registration.",Low,74,10,0,Neutral
22-10-2024 23:56,Colours of India,Cultural Fest,CHE,5,"Colours of India (Cultural Fest) was well organized, supportive volunteers, great venue.",High,88,12,0.8126,Positive
07-10-2024 05:03,Power BI Essentials,Workshop,ECE,3,"Power BI Essentials (Workshop) was average experience, topics were fine.",Medium,72,10,0.2023,Positive
30-10-2024 03:55,InnovateX Tech Expo,Tech Fest,MBA,5,"InnovateX Tech Expo (Tech Fest) was hands-on and practical, very engaging, good pace.",High,85,13,0.707,Positive
15-11-2024 00:34,Python for Data Science,Workshop,CHE,5,"Python for Data Science (Workshop) was useful takeaways, interactive sessions.",High,78,10,0.4404,Positive
09-08-2025 01:07,Startup Funding 101,Guest Lecture,ME,3,"Startup Funding 101 (Guest Lecture) was topics were fine, timing was manageable.",Medium,80,12,0.2023,Positive
20-06-2025 04:36,Python for Data Science,Workshop,ECE,3,"Python for Data Science (Workshop) was average experience, okay overall.",Medium,72,10,0.2263,Positive
18-07-2025 18:27,The Future of EVs,Seminar,MBA,4,"The Future of EVs (Seminar) was learnt a lot, hands-on and practical.",High,69,12,0,Neutral
25-07-2025 21:25,Dance Mania,Cultural Fest,AE,2,"Dance Mania (Cultural Fest) had issues with crowd, wifi, timing.",Low,64,10,0,Neutral
21-01-2025 03:15,Dance Mania,Cultural Fest,CHE,4,"Dance Mania (Cultural Fest) was supportive volunteers, good pace.",High,65,9,0.6249,Positive
15-07-2025 02:16,Power BI Essentials,Workshop,IT,4,"Power BI Essentials (Workshop) was learnt a lot, inspiring.",High,59,9,0.4215,Positive
09-06-2025 23:35,Rhythm & Beats Night,Cultural Fest,MBA,1,"Rhythm & Beats Night (Cultural Fest) had issues with seating, venue.",Low,68,11,0,Neutral
28-09-2024 17:49,Art & Craft Pop-up,Cultural Fest,ME,3,"Art & Craft Pop-up (Cultural Fest) was slides were decent, topics were fine.",Medium,76,13,0.2023,Positive
14-03-2025 01:30,InnovateX Tech Expo,Tech Fest,EEE,4,"InnovateX Tech Expo (Tech Fest) was well organized, supportive volunteers.",High,74,10,0.5106,Positive
16-07-2025 01:46,UX Research in the Wild,Guest Lecture,CHE,4,"UX Research in the Wild (Guest Lecture) was good pace, supportive volunteers, excellent speakers.",High,97,14,0.8316,Positive
10-05-2025 21:03,Colours of India,Cultural Fest,EEE,4,"Colours of India (Cultural Fest) was hands-on and practical, excellent speakers.",High,80,11,0.5719,Positive
28-01-2025 04:39,Figma for Beginners,Workshop,MBA,4,"Figma for Beginners (Workshop) was useful takeaways, interactive sessions, excellent speakers.",High,94,11,0.765,Positive
21-10-2024 00:51,Startup Funding 101,Guest Lecture,CSE,5,"Startup Funding 101 (Guest Lecture) was excellent speakers, good pace.",High,70,10,0.765,Positive
01-11-2024 04:12,Rhythm & Beats Night,Cultural Fest,EEE,4,"Rhythm & Beats Night (Cultural Fest) was excellent speakers, well organized.",High,76,11,0.7003,Positive
07-01-2025 05:08,Power BI Essentials,Workshop,MBA,5,"Power BI Essentials (Workshop) was very engaging, great venue, supportive volunteers.",High,85,11,0.8508,Positive
04-01-2025 04:48,InnovateX Tech Expo,Tech Fest,MBA,5,"InnovateX Tech Expo (Tech Fest) was hands-on and practical, clear slides, excellent speakers.",High,93,13,0.743,Positive
05-05-2025 02:22,AI Ethics in Industry,Guest Lecture,BIO,5,"AI Ethics in Industry (Guest Lecture) was clear slides, great venue, well organized.",High,84,13,0.8316,Positive
03-08-2025 04:19,Green Energy Futures,Seminar,EEE,1,Green Energy Futures (Seminar) had issues with crowd.,Low,53,8,0.2732,Positive
28-08-2024 20:14,Cybersecurity Basics,Workshop,CHE,2,Cybersecurity Basics (Workshop) had issues with timing.,Low,55,7,0,Neutral
10-09-2024 02:03,FinTech Innovation Sprint,Hackathon,IT,3,"FinTech Innovation Sprint (Hackathon) was average experience, slides were decent.",Medium,81,10,0.3818,Positive
28-12-2024 00:10,UX Research in the Wild,Guest Lecture,IT,3,"UX Research in the Wild (Guest Lecture) was average experience, could be more interactive.",Medium,90,14,0,Neutral
23-10-2024 01:55,Product Management Myths,Guest Lecture,EEE,5,"Product Management Myths (Guest Lecture) was useful takeaways, great venue.",High,75,10,0.7906,Positive
17-04-2025 22:01,ByteBlast Coding Games,Tech Fest,CE,5,"ByteBlast Coding Games (Tech Fest) was good pace, excellent speakers.",High,69,10,0.765,Positive
19-01-2025 03:02,Careers in Data,Seminar,ECE,4,"Careers in Data (Seminar) was well organized, great venue, learnt a lot.",High,72,12,0.7351,Positive
21-06-2025 01:01,Design Thinking in Practice,Seminar,AE,4,"Design Thinking in Practice (Seminar) was inspiring, great venue.",High,65,9,0.7845,Positive
19-03-2025 17:26,Cybersecurity Basics,Workshop,CHE,4,"Cybersecurity Basics (Workshop) was very engaging, well organized.",High,66,8,0.6214,Positive
26-01-2025 18:25,Stagecraft Theatre,Cultural Fest,CSE,4,"Stagecraft Theatre (Cultural Fest) was well organized, interactive sessions, good pace.",High,87,11,0.6124,Positive
03-11-2024 04:29,Colours of India,Cultural Fest,IT,3,"Colours of India (Cultural Fest) was topics were fine, okay overall.",Medium,68,11,0.4019,Positive
05-10-2024 02:18,InnovateX Tech Expo,Tech Fest,CE,4,"InnovateX Tech Expo (Tech Fest) was supportive volunteers, great venue, inspiring.",High,82,11,0.8442,Positive
22-09-2024 23:54,Colours of India,Cultural Fest,IT,4,"Colours of India (Cultural Fest) was useful takeaways, supportive volunteers.",High,77,10,0.6249,Positive
12-03-2025 05:05,Intro to Machine Learning,Workshop,EEE,3,"Intro to Machine Learning (Workshop) was could be more interactive, slides were decent.",Medium,87,13,0,Neutral
29-09-2024 20:20,Product Management Myths,Guest Lecture,MBA,2,"Product Management Myths (Guest Lecture) had issues with wifi, registration.",Low,76,10,0,Neutral
17-04-2025 22:38,Rhythm & Beats Night,Cultural Fest,ME,4,"Rhythm & Beats Night (Cultural Fest) was very engaging, inspiring.",High,66,10,0.6976,Positive
10-04-2025 21:41,Cloud & DevOps Fair,Tech Fest,MBA,3,"Cloud & DevOps Fair (Tech Fest) was slides were decent, average experience.",Medium,75,12,0.3182,Positive
25-01-2025 04:56,Trends in 5G,Seminar,ECE,2,Trends in 5G (Seminar) had issues with air conditioning.,Low,56,9,0,Neutral
20-02-2025 23:44,Rhythm & Beats Night,Cultural Fest,CE,5,"Rhythm & Beats Night (Cultural Fest) was very engaging, excellent speakers, learnt a lot.",High,89,14,0.7698,Positive
07-09-2024 00:06,IoT & Robotics Arena,Tech Fest,EEE,3,"IoT & Robotics Arena (Tech Fest) was could be more interactive, average experience.",Medium,83,13,0,Neutral
14-10-2024 06:02,Campus Problem Solver,Hackathon,CHE,5,"Campus Problem Solver (Hackathon) was excellent speakers, inspiring.",High,68,8,0.5859,Positive
01-12-2024 23:35,Python for Data Science,Workshop,CSE,4,"Python for Data Science (Workshop) was learnt a lot, very engaging.",High,67,11,0.4005,Positive
02-12-2024 03:40,UX Research in the Wild,Guest Lecture,ECE,5,"UX Research in the Wild (Guest Lecture) was excellent speakers, well organized, supportive volunteers.",High,102,14,0.7906,Positive
16-09-2024 20:11,Python for Data Science,Workshop,MBA,5,"Python for Data Science (Workshop) was well organized, inspiring.",High,65,9,0.5994,Positive
18-11-2024 22:25,Fusion Music Evening,Cultural Fest,IT,5,"Fusion Music Evening (Cultural Fest) was well organized, good pace, interactive sessions.",High,89,12,0.6124,Positive
03-07-2025 02:51,Web Dev Bootcamp,Workshop,EEE,2,"Web Dev Bootcamp (Workshop) had issues with seating, timing.",Low,60,9,0,Neutral
31-05-2025 00:15,Cybersecurity Basics,Workshop,EEE,3,"Cybersecurity Basics (Workshop) was topics were fine, slides were decent.",Medium,73,10,0.2023,Positive
18-07-2025 05:45,FutureTech Showcase,Tech Fest,IT,4,"FutureTech Showcase (Tech Fest) was good pace, learnt a lot.",High,60,10,0.4404,Positive
25-04-2025 02:02,Cybersecurity Basics,Workshop,CHE,4,"Cybersecurity Basics (Workshop) was good pace, great venue.",High,59,8,0.7906,Positive
08-03-2025 21:23,FinTech Innovation Sprint,Hackathon,AE,3,"FinTech Innovation Sprint (Hackathon) was timing was manageable, could be more interactive.",Medium,91,12,0.3818,Positive
21-09-2024 05:42,FutureTech Showcase,Tech Fest,AE,5,"FutureTech Showcase (Tech Fest) was well organized, hands-on and practical.",High,75,10,0.2732,Positive
27-12-2024 03:27,Stagecraft Theatre,Cultural Fest,AE,4,"Stagecraft Theatre (Cultural Fest) was very engaging, excellent speakers.",High,73,9,0.7698,Positive
19-02-2025 19:23,Leadership & Teams,Seminar,CSE,4,"Leadership & Teams (Seminar) was useful takeaways, good pace.",High,61,9,0.7003,Positive
09-06-2025 02:21,Figma for Beginners,Workshop,MBA,4,"Figma for Beginners (Workshop) was useful takeaways, well organized, great venue.",High,81,11,0.8442,Positive
07-10-2024 17:26,Colours of India,Cultural Fest,BIO,4,"Colours of India (Cultural Fest) was very engaging, inspiring, well organized.",High,78,11,0.7984,Positive
04-12-2024 05:20,Colours of India,Cultural Fest,CSE,5,"Colours of India (Cultural Fest) was well organized, great venue, useful takeaways.",High,83,12,0.8442,Positive
21-09-2024 17:21,Design Thinking in Practice,Seminar,ME,3,"Design Thinking in Practice (Seminar) was slides were decent, could be more interactive.",Medium,88,13,0,Neutral
28-09-2024 22:57,Art & Craft Pop-up,Cultural Fest,ME,4,"Art & Craft Pop-up (Cultural Fest) was clear slides, great venue.",High,65,11,0.7717,Positive
03-02-2025 19:22,Space Tech & You,Guest Lecture,AE,5,"Space Tech & You (Guest Lecture) was great venue, hands-on and practical.",High,73,12,0.6249,Positive
20-02-2025 20:54,Space Tech & You,Guest Lecture,BIO,4,"Space Tech & You (Guest Lecture) was very engaging, clear slides, useful takeaways.",High,83,13,0.8162,Positive
21-11-2024 04:12,Colours of India,Cultural Fest,IT,4,"Colours of India (Cultural Fest) was supportive volunteers, hands-on and practical, very engaging.",High,98,13,0.5984,Positive
07-09-2024 19:50,The Entrepreneur’s Journey,Guest Lecture,IT,3,"The Entrepreneur’s Journey (Guest Lecture) was slides were decent, timing was manageable.",Medium,89,12,0,Neutral
08-02-2025 04:16,Leadership & Teams,Seminar,CE,4,"Leadership & Teams (Seminar) was inspiring, very engaging.",High,58,8,0.6697,Positive
07-10-2024 04:54,Web Dev Bootcamp,Workshop,MBA,2,Web Dev Bootcamp (Workshop) had issues with air conditioning.,Low,61,9,0,Neutral
04-01-2025 20:27,UX Research in the Wild,Guest Lecture,MBA,3,"UX Research in the Wild (Guest Lecture) was topics were fine, okay overall.",Medium,75,13,0.4019,Positive
08-03-2025 00:58,AI Ethics in Industry,Guest Lecture,MBA,5,"AI Ethics in Industry (Guest Lecture) was excellent speakers, well organized, interactive sessions.",High,99,13,0.7003,Positive
02-03-2025 19:05,Smart City Hack,Hackathon,IT,4,"Smart City Hack (Hackathon) was good pace, great venue, clear slides.",High,69,11,0.9062,Positive
08-09-2024 21:13,Campus Problem Solver,Hackathon,CE,4,"Campus Problem Solver (Hackathon) was inspiring, excellent speakers.",High,68,8,0.5859,Positive
17-11-2024 23:22,Careers in Data,Seminar,ECE,3,"Careers in Data (Seminar) was okay overall, could be more interactive.",Medium,70,11,0.2263,Positive
03-07-2025 00:57,AI Ethics in Industry,Guest Lecture,CHE,5,"AI Ethics in Industry (Guest Lecture) was great venue, useful takeaways.",High,72,11,0.7906,Positive
10-11-2024 17:18,Campus AI Day,Tech Fest,ME,3,"Campus AI Day (Tech Fest) was timing was manageable, topics were fine.",Medium,70,12,0.2023,Positive
05-01-2025 03:30,Green Energy Futures,Seminar,CE,5,"Green Energy Futures (Seminar) was supportive volunteers, clear slides, interactive sessions.",High,93,11,0.7096,Positive
11-06-2025 02:05,Green Energy Futures,Seminar,ECE,3,"Green Energy Futures (Seminar) was okay overall, topics were fine.",Medium,66,10,0.5859,Positive
20-01-2025 03:52,Smart City Hack,Hackathon,CSE,4,"Smart City Hack (Hackathon) was well organized, good pace, excellent speakers.",High,78,11,0.886,Positive
05-12-2024 19:52,Fusion Music Evening,Cultural Fest,CE,3,"Fusion Music Evening (Cultural Fest) was okay overall, slides were decent.",Medium,74,11,0.2263,Positive
21-04-2025 01:09,Trends in 5G,Seminar,BIO,4,"Trends in 5G (Seminar) was hands-on and practical, good pace.",High,61,10,0.4404,Positive
08-03-2025 19:35,Product Management Myths,Guest Lecture,ECE,3,"Product Management Myths (Guest Lecture) was room was adequate, timing was manageable.",Medium,86,12,0.2263,Positive
05-04-2025 00:28,FinTech Innovation Sprint,Hackathon,ME,2,"FinTech Innovation Sprint (Hackathon) had issues with timing, wifi.",Low,67,9,0.3818,Positive
14-08-2025 03:18,Web Dev Bootcamp,Workshop,AE,3,"Web Dev Bootcamp (Workshop) was okay overall, average experience.",Medium,65,9,0.2263,Positive
23-09-2024 00:04,IoT & Robotics Arena,Tech Fest,MBA,5,"IoT & Robotics Arena (Tech Fest) was useful takeaways, learnt a lot, clear slides.",High,82,14,0.6705,Positive
22-01-2025 18:37,Fusion Music Evening,Cultural Fest,CHE,5,"Fusion Music Evening (Cultural Fest) was useful takeaways, learnt a lot, inspiring.",High,83,12,0.6908,Positive
18-11-2024 19:25,AI Ethics in Industry,Guest Lecture,CHE,5,"AI Ethics in Industry (Guest Lecture) was excellent speakers, inspiring.",High,72,10,0.7579,Positive
01-04-2025 21:04,Intro to Machine Learning,Workshop,CSE,2,"Intro to Machine Learning (Workshop) had issues with food, air conditioning.",Low,76,11,0,Neutral
09-03-2025 01:37,Startup Funding 101,Guest Lecture,AE,5,"Startup Funding 101 (Guest Lecture) was great venue, excellent speakers, interactive sessions.",High,94,12,0.8316,Positive
17-05-2025 05:38,Stagecraft Theatre,Cultural Fest,EEE,4,"Stagecraft Theatre (Cultural Fest) was well organized, useful takeaways, interactive sessions.",High,94,11,0.6124,Positive
17-06-2025 05:18,Campus AI Day,Tech Fest,ME,4,"Campus AI Day (Tech Fest) was useful takeaways, supportive volunteers.",High,70,10,0.6249,Positive
04-01-2025 23:53,Cloud & DevOps Fair,Tech Fest,ECE,4,"Cloud & DevOps Fair (Tech Fest) was clear slides, great venue, good pace.",High,73,13,0.8979,Positive
10-01-2025 23:21,Campus Problem Solver,Hackathon,AE,1,"Campus Problem Solver (Hackathon) had issues with timing, seating.",Low,66,9,-0.4019,Negative
08-02-2025 04:27,Dance Mania,Cultural Fest,IT,2,Dance Mania (Cultural Fest) had issues with venue.,Low,50,8,0,Neutral
24-01-2025 21:29,IoT & Robotics Arena,Tech Fest,BIO,4,"IoT & Robotics Arena (Tech Fest) was great venue, well organized, supportive volunteers.",High,88,13,0.8126,Positive
02-02-2025 21:58,24hr HealthTech Hack,Hackathon,CE,5,"24hr HealthTech Hack (Hackathon) was hands-on and practical, inspiring.",High,71,9,0.4215,Positive
19-03-2025 04:43,Campus Problem Solver,Hackathon,ECE,5,"Campus Problem Solver (Hackathon) was inspiring, learnt a lot.",High,62,9,0.0258,Neutral
24-09-2024 21:57,Stagecraft Theatre,Cultural Fest,CSE,3,"Stagecraft Theatre (Cultural Fest) was timing was manageable, average experience.",Medium,81,10,0,Neutral
09-06-2025 17:23,Fusion Music Evening,Cultural Fest,ME,3,"Fusion Music Evening (Cultural Fest) was slides were decent, timing was manageable.",Medium,83,12,0,Neutral
16-09-2024 22:57,Intro to Machine Learning,Workshop,CSE,4,"Intro to Machine Learning (Workshop) was well organized, inspiring.",High,67,9,0.5994,Positive
05-08-2025 17:27,Web Dev Bootcamp,Workshop,MBA,4,"Web Dev Bootcamp (Workshop) was clear slides, good pace, excellent speakers.",High,76,11,0.8481,Positive
19-06-2025 01:34,The Future of EVs,Seminar,AE,1,"The Future of EVs (Seminar) had issues with seating, too basic.",Low,63,11,0,Neutral
07-03-2025 17:22,Green Energy Futures,Seminar,EEE,5,"Green Energy Futures (Seminar) was hands-on and practical, well organized.",High,74,10,0.4939,Positive
07-01-2025 03:38,Colours of India,Cultural Fest,CE,4,"Colours of India (Cultural Fest) was interactive sessions, learnt a lot.",High,72,11,0,Neutral
26-06-2025 05:12,Rhythm & Beats Night,Cultural Fest,CSE,5,"Rhythm & Beats Night (Cultural Fest) was very engaging, interactive sessions, supportive volunteers.",High,100,13,0.5984,Positive
27-03-2025 00:06,Web Dev Bootcamp,Workshop,AE,4,"Web Dev Bootcamp (Workshop) was supportive volunteers, interactive sessions, hands-on and practical.",High,100,12,0.296,Positive
04-08-2025 02:04,The Future of EVs,Seminar,EEE,4,"The Future of EVs (Seminar) was inspiring, hands-on and practical.",High,66,10,0.4215,Positive
27-07-2025 22:47,Fusion Music Evening,Cultural Fest,AE,5,"Fusion Music Evening (Cultural Fest) was well organized, clear slides.",High,70,10,0.5719,Positive
07-08-2025 18:42,The Entrepreneur’s Journey,Guest Lecture,AE,3,"The Entrepreneur’s Journey (Guest Lecture) was could be more interactive, slides were decent.",Medium,93,13,0,Neutral
24-07-2025 05:09,FutureTech Showcase,Tech Fest,EEE,2,"FutureTech Showcase (Tech Fest) had issues with audio, wifi, air conditioning.",Low,78,11,0,Neutral
21-09-2024 06:06,Product Management Myths,Guest Lecture,CE,4,"Product Management Myths (Guest Lecture) was clear slides, learnt a lot.",High,72,11,0.3818,Positive
24-07-2025 00:30,Fusion Music Evening,Cultural Fest,MBA,5,"Fusion Music Evening (Cultural Fest) was supportive volunteers, well organized.",High,79,10,0.5106,Positive
10-06-2025 20:33,The Future of EVs,Seminar,IT,4,"The Future of EVs (Seminar) was supportive volunteers, well organized, useful takeaways.",High,88,12,0.7351,Positive
15-07-2025 05:42,UX Research in the Wild,Guest Lecture,CE,3,"UX Research in the Wild (Guest Lecture) was room was adequate, timing was manageable.",Medium,85,14,0.2263,Positive
03-06-2025 19:30,Product Management Myths,Guest Lecture,CHE,2,"Product Management Myths (Guest Lecture) had issues with seating, air conditioning.",Low,83,11,0,Neutral
